,Unnamed: 0.1,Unnamed: 0,id_account,client_id,in_default,balance,housing,loan,contact,id_campaign,account_id,day,month,duration,campaign,pdays,previous,id_account.1,age,job,marital,education,monthly_income,id_outcome,campaign_id,poutcome,y,prediction,prob_0,prob_1,expected_revenue
2900,42542,42542,42543,6931385,no,3735,no,no,cellular,42543,42543,22,dec,190,1,188,9,6931385,60,admin.,married,secondary,1588.7862742864986,42543,42543,success,yes,1,0.05,0.95,1509.3469605721737
3230,11627,11627,11628,9147880,no,5700,no,no,unknown,11628,11628,19,jun,49,2,-1,0,9147880,37,unknown,married,secondary,1499.7833476807616,11628,11628,unknown,unknown,1,0.05,0.95,1424.7941802967234
3424,44851,44851,44852,4183581,no,3735,no,no,cellular,44852,44852,22,sep,183,1,184,11,4183581,60,admin.,married,secondary,1452.4129747622292,44852,44852,success,unknown,1,0.05,0.95,1379.7923260241178
4726,9370,9370,9371,4000093,no,2505,no,no,unknown,9371,9371,6,jun,135,2,-1,0,4000093,46,unknown,married,unknown,1249.195588192323,9371,9371,unknown,unknown,1,0.05,0.95,1186.7358087827067
4865,12203,12203,12204,6015176,no,2508,no,no,unknown,12204,12204,20,jun,34,8,-1,0,6015176,54,unknown,married,unknown,1233.5797090374274,12204,12204,unknown,no,1,0.05,0.95,1171.900723585556
5108,9324,9324,9325,5459314,no,1701,no,no,unknown,9325,9325,6,jun,140,1,-1,0,5459314,39,unknown,married,secondary,1200.1980771784763,9325,9325,unknown,unknown,1,0.05,0.95,1140.1881733195523
5417,19065,19065,19066,9155919,no,301,no,no,cellular,19066,19066,5,aug,111,1,-1,0,9155919,47,unknown,married,unknown,1160.716469233367,19066,19066,unknown,unknown,1,0.05,0.95,1102.680645771699
5536,11258,11258,11259,4916763,no,200,no,no,unknown,11259,11259,18,jun,18,6,-1,0,4916763,50,unknown,married,unknown,1147.3469644711668,11259,11259,unknown,unknown,1,0.05,0.95,1089.9796162476084
5722,18990,18990,18991,1499477,no,2319,no,no,cellular,18991,18991,4,aug,251,3,-1,0,1499477,44,unknown,married,secondary,1127.1412509282166,18991,18991,unknown,no,1,0.05,0.95,1070.7841883818055
6077,40785,40785,40786,6926125,no,4092,no,no,telephone,40786,40786,11,aug,329,1,-1,0,6926125,68,unknown,married,unknown,1092.7465264634789,40786,40786,unknown,unknown,1,0.05,0.95,1038.109200140305
6519,11666,11666,11667,5263743,no,2266,no,no,unknown,11667,11667,20,jun,42,5,-1,0,5263743,57,unknown,married,unknown,1052.4271308554926,11667,11667,unknown,unknown,1,0.05,0.95,999.805774312718
7849,43221,43221,43222,1447878,no,294,no,no,cellular,43222,43222,5,mar,87,1,91,2,1447878,26,student,single,tertiary,944.7874625,43222,43222,success,yes,1,0.05,0.95,897.5480893701512
8014,31237,31237,31238,3123482,no,0,no,no,cellular,31238,31238,3,mar,426,1,-1,0,3123482,37,unknown,single,tertiary,933.6257847176636,31238,31238,unknown,unknown,1,0.05,0.95,886.9444954817803
8230,44321,44321,44322,5122963,no,311,no,no,cellular,44322,44322,28,jul,462,1,148,4,5122963,27,student,single,tertiary,916.3421724881172,44322,44322,success,unknown,1,0.05,0.95,870.5250638637112
9002,21481,21481,21482,2076253,no,2119,no,no,cellular,21482,21482,19,aug,120,15,-1,0,2076253,45,unknown,married,secondary,869.0479482644337,21482,21482,unknown,unknown,1,0.05,0.95,825.5955508512119
9414,12245,12245,12246,7069933,no,4846,no,no,unknown,12246,12246,20,jun,638,9,-1,0,7069933,49,unknown,married,secondary,844.5392235048816,12246,12246,unknown,unknown,1,0.05,0.95,802.3122623296375
9710,11154,11154,11155,4675768,no,219,no,no,unknown,11155,11155,18,jun,55,1,-1,0,4675768,58,unknown,married,unknown,827.4154298750755,11155,11155,unknown,unknown,1,0.05,0.95,786.0446583813216
9729,43477,43477,43478,9060417,no,3771,no,no,telephone,43478,43478,15,apr,185,1,181,2,9060417,75,retired,married,secondary,826.4308979812225,43478,43478,success,yes,1,0.05,0.95,785.1093530821614
9844,10146,10146,10147,5300851,no,12,no,no,unknown,10147,10147,11,jun,45,1,-1,0,5300851,51,unknown,married,unknown,820.0293178199892,10147,10147,unknown,unknown,1,0.05,0.95,779.0278519289897
10002,12147,12147,12148,6275670,no,361,no,no,unknown,12148,12148,20,jun,247,7,-1,0,6275670,56,unknown,married,unknown,810.6826751239829,12148,12148,unknown,unknown,1,0.05,0.95,770.1485413677838
10532,18933,18933,18934,8646885,no,7337,no,no,cellular,18934,18934,4,aug,122,1,-1,0,8646885,60,unknown,married,unknown,780.1348232354396,18934,18934,unknown,no,1,0.05,0.95,741.1280820736677
13624,44411,44411,44412,9232072,no,1625,no,no,cellular,44412,44412,4,aug,198,1,180,2,9232072,59,unemployed,married,secondary,641.4218734136787,44412,44412,success,unknown,1,0.05,0.95,609.3507797429947
60,43030,43030,43031,4534414,no,1026,no,no,cellular,43031,43031,12,feb,138,2,92,2,4534414,29,management,single,tertiary,4566.115029237532,43031,43031,success,unknown,1,0.06,0.94,4292.148127
75,43247,43247,43248,8637607,no,2161,no,no,cellular,43248,43248,9,mar,139,2,181,3,8637607,35,management,married,tertiary,4462.146917185592,43248,43248,success,unknown,1,0.06,0.94,4194.418102154456
262,44028,44028,44029,6894758,no,2939,no,no,cellular,44029,44029,29,jun,385,1,165,2,6894758,39,management,married,tertiary,3690.000031,44029,44029,success,unknown,1,0.06,0.94,3468.600029360204
427,41245,41245,41246,3194658,no,265,no,no,cellular,41246,41246,24,aug,130,2,94,1,3194658,29,management,single,tertiary,3293.0475339342133,41246,41246,success,unknown,1,0.06,0.94,3095.4646818981605
524,44735,44735,44736,5811346,no,2161,no,no,cellular,44736,44736,8,sep,708,2,183,5,5811346,36,management,married,tertiary,3115.3773337315274,44736,44736,success,unknown,1,0.06,0.94,2928.454693707636
2108,25291,25291,25292,8619101,no,3766,no,no,cellular,25292,25292,18,nov,84,4,-1,0,8619101,43,entrepreneur,married,secondary,1880.070727870595,25292,25292,unknown,unknown,1,0.06,0.94,1767.2664841983592
2149,43310,43310,43311,9886981,no,1796,no,no,telephone,43311,43311,16,mar,295,1,91,2,9886981,53,admin.,married,secondary,1862.943551664301,43311,43311,success,yes,1,0.06,0.94,1751.1669385644427
2537,43694,43694,43695,8219136,no,2206,no,no,cellular,43695,43695,13,may,260,1,91,4,8219136,54,unknown,married,secondary,1710.412496758426,43695,43695,success,unknown,1,0.06,0.94,1607.7877469529203
2713,43673,43673,43674,7139216,no,1076,no,no,cellular,43674,43674,12,may,152,1,182,6,7139216,34,services,married,secondary,1662.0703925188866,43674,43674,success,yes,1,0.06,0.94,1562.346168967753
2921,40925,40925,40926,7993518,no,1337,no,no,cellular,40926,40926,12,aug,255,2,104,1,7993518,34,services,married,secondary,1596.987045313156,40926,40926,success,unknown,1,0.06,0.94,1501.1678225943665
3796,42669,42669,42670,5998304,no,133,no,no,cellular,42670,42670,14,jan,305,2,274,1,5998304,33,services,single,secondary,1400.0037921352746,42670,42670,success,unknown,1,0.06,0.94,1316.003564607158
3869,11208,11208,11209,5628828,no,167,no,no,unknown,11209,11209,18,jun,205,4,-1,0,5628828,51,unknown,married,unknown,1389.1396220111835,11209,11209,unknown,unknown,1,0.06,0.94,1305.7912446905125
3944,12085,12085,12086,1453125,no,2443,no,no,unknown,12086,12086,20,jun,8,8,-1,0,1453125,59,unknown,married,unknown,1375.8503011189084,12086,12086,unknown,unknown,1,0.06,0.94,1293.2992830517735
4102,44544,44544,44545,4326103,no,2206,no,no,cellular,44545,44545,12,aug,265,1,91,5,4326103,55,unknown,married,secondary,1352.301173569792,44545,44545,success,unknown,1,0.06,0.94,1271.1631031556044
4124,42512,42512,42513,5017299,no,1337,no,no,cellular,42513,42513,17,dec,330,2,127,3,5017299,34,services,married,secondary,1348.0580597054525,42513,42513,success,yes,1,0.06,0.94,1267.1745761231252
4156,42986,42986,42987,4317832,no,2206,no,no,cellular,42987,42987,11,feb,449,1,91,3,4317832,54,unknown,married,secondary,1343.6491678743007,42987,42987,success,unknown,1,0.06,0.94,1263.0302178018426
4460,11812,11812,11813,2782948,no,0,no,no,unknown,11813,11813,20,jun,471,2,-1,0,2782948,56,unknown,married,unknown,1297.6481708615866,11813,11813,unknown,no,1,0.06,0.94,1219.7892806098912
5177,42616,42616,42617,8413216,no,300,no,no,cellular,42617,42617,12,jan,105,1,-1,0,8413216,65,unknown,married,unknown,1204.4910119993442,42617,42617,unknown,no,1,0.06,0.94,1132.2215512793834
6184,44777,44777,44778,7491879,no,4608,no,no,cellular,44778,44778,14,sep,706,1,186,1,7491879,62,admin.,married,secondary,1093.3616199027192,44778,44778,success,unknown,1,0.06,0.94,1027.759922708556
7334,17922,17922,17923,4461224,no,286,no,no,cellular,17923,17923,30,jul,166,2,-1,0,4461224,48,unknown,married,unknown,996.8328638333808,17923,17923,unknown,no,1,0.06,0.94,937.0228920033778
7840,12099,12099,12100,5935573,no,11285,no,no,unknown,12100,12100,20,jun,13,5,-1,0,5935573,45,unknown,married,secondary,955.6843240524158,12100,12100,unknown,unknown,1,0.06,0.94,898.3432646092708
8128,42386,42386,42387,9766875,no,691,no,no,cellular,42387,42387,30,nov,260,5,103,1,9766875,22,student,single,tertiary,934.3479775,42387,42387,success,unknown,1,0.06,0.94,878.2870988767984
8285,43807,43807,43808,8763554,no,691,no,no,cellular,43808,43808,27,may,1178,1,178,6,8763554,23,student,single,tertiary,922.3925952081804,43808,43808,success,unknown,1,0.06,0.94,867.0490394956895
9529,42730,42730,42731,5647690,no,4112,no,no,telephone,42731,42731,26,jan,1616,1,95,2,5647690,77,retired,married,secondary,846.7211521,42731,42731,success,unknown,1,0.06,0.94,795.9178829
9803,43244,43244,43245,8949688,no,957,no,no,cellular,43245,43245,8,mar,301,1,89,2,8949688,59,unemployed,married,secondary,831.0512561396354,43245,43245,success,unknown,1,0.06,0.94,781.1881807712572
9983,44334,44334,44335,8254587,no,4112,no,no,telephone,44335,44335,29,jul,426,1,184,3,8254587,77,retired,married,secondary,820.4939572,44335,44335,success,unknown,1,0.06,0.94,771.2643197693563
11915,42859,42859,42860,3632501,no,4807,no,no,telephone,42860,42860,3,feb,892,2,104,4,3632501,78,retired,married,unknown,721.5512464008596,42860,42860,success,unknown,1,0.06,0.94,678.2581716
11965,41729,41729,41730,3216861,no,377,no,no,cellular,41730,41730,8,oct,403,1,183,1,3216861,55,unemployed,married,secondary,719.6052551839747,41730,41730,success,unknown,1,0.06,0.94,676.4289398729362
14064,44731,44731,44732,6598938,no,957,no,no,cellular,44732,44732,8,sep,246,1,184,3,6598938,60,unemployed,married,secondary,629.3139382906452,44732,44732,success,unknown,1,0.06,0.94,591.5551019932064
15,42214,42214,42215,4589760,no,943,no,no,cellular,42215,42215,11,nov,166,1,195,1,4589760,26,management,single,tertiary,5202.226201443711,42215,42215,success,unknown,1,0.07,0.93,4838.070367342652
89,43535,43535,43536,7833746,no,1780,yes,no,cellular,43536,43536,23,apr,361,2,182,5,7833746,77,management,married,unknown,4406.956460986462,43536,43536,success,unknown,1,0.07,0.93,4098.469509
94,41687,41687,41688,4640076,no,170,no,no,cellular,41688,41688,2,oct,160,2,109,1,4640076,26,management,single,tertiary,4386.818078560249,41688,41688,success,unknown,1,0.07,0.93,4079.740813061032
149,44011,44011,44012,2762649,no,222,no,no,cellular,44012,44012,28,jun,247,1,63,2,2762649,26,management,single,tertiary,4111.044796768029,44012,44012,success,unknown,1,0.07,0.93,3823.271660994268
240,33911,33911,33912,4796553,no,697,no,no,cellular,33912,33912,30,apr,365,1,85,1,4796553,29,management,single,tertiary,3787.752983396986,33912,33912,success,unknown,1,0.07,0.93,3522.610274559197
268,40226,40226,40227,8363978,no,1506,no,no,cellular,40227,40227,12,jun,239,2,95,4,8363978,24,management,single,tertiary,3713.934576066016,40227,40227,success,unknown,1,0.07,0.93,3453.959155741395
349,45113,45113,45114,2326586,no,222,no,no,cellular,45114,45114,26,oct,318,1,120,3,2326586,26,management,single,tertiary,3506.238047705517,45114,45114,success,unknown,1,0.07,0.93,3260.801384366131
512,26140,26140,26141,4498133,no,1349,no,no,cellular,26141,26141,20,nov,82,3,-1,0,4498133,40,entrepreneur,married,secondary,3167.563002441582,26141,26141,unknown,unknown,1,0.07,0.93,2945.833592270671
514,41963,41963,41964,5212459,no,1780,yes,no,cellular,41964,41964,23,oct,221,2,183,3,5212459,77,management,married,unknown,3165.4001069203823,41964,41964,success,unknown,1,0.07,0.93,2943.822099435956
685,42907,42907,42908,6521768,no,1778,no,no,cellular,42908,42908,5,feb,99,1,93,3,6521768,34,management,married,tertiary,2907.628346387276,42908,42908,success,unknown,1,0.07,0.93,2704.0943621401666
710,40609,40609,40610,4945939,no,219,no,no,cellular,40610,40610,4,aug,576,1,96,1,4945939,25,management,single,tertiary,2878.512117297032,40610,40610,success,unknown,1,0.07,0.93,2677.016269
974,45109,45109,45110,3054649,no,1780,yes,no,cellular,45110,45110,25,oct,211,2,185,7,3054649,78,management,married,unknown,2615.311579455161,45110,45110,success,unknown,1,0.07,0.93,2432.2397688933
1013,42624,42624,42625,8626088,no,2544,no,no,cellular,42625,42625,12,jan,229,1,279,2,8626088,31,technician,single,secondary,2584.892292070647,42625,42625,success,unknown,1,0.07,0.93,2403.949831625702
1912,44189,44189,44190,2841021,no,2544,no,no,cellular,44190,44190,15,jul,252,1,184,3,2841021,31,technician,single,secondary,1988.561649986141,44190,44190,success,yes,1,0.07,0.93,1849.3623344871112
2673,42963,42963,42964,2454105,no,10541,no,no,cellular,42964,42964,9,feb,164,2,92,1,2454105,53,admin.,married,secondary,1692.208178994873,42964,42964,success,unknown,1,0.07,0.93,1573.753606465232
2808,40299,40299,40300,9984893,no,189,no,no,cellular,40300,40300,16,jun,162,2,-1,0,9984893,37,technician,married,unknown,1650.4656308121066,40300,40300,unknown,unknown,1,0.07,0.93,1534.9330366552592
2857,43679,43679,43680,9640945,no,386,no,no,cellular,43680,43680,12,may,317,1,181,5,9640945,33,services,married,secondary,1635.4341412239066,43680,43680,success,unknown,1,0.07,0.93,1520.9537513382334
3413,20364,20364,20365,9732922,no,1785,no,no,cellular,20365,20365,11,aug,339,3,-1,0,9732922,55,unknown,married,secondary,1487.792225613655,20365,20365,unknown,unknown,1,0.07,0.93,1383.646769820699
3439,9406,9406,9407,4628917,no,613,no,no,unknown,9407,9407,6,jun,51,1,-1,0,4628917,46,unknown,married,unknown,1480.066013906288,9407,9407,unknown,unknown,1,0.07,0.93,1376.461392932848
3455,44630,44630,44631,6174826,no,8304,no,no,cellular,44631,44631,1,sep,193,1,92,1,6174826,55,admin.,married,secondary,1476.3853515779945,44631,44631,success,unknown,1,0.07,0.93,1373.038376967535
3568,10168,10168,10169,3441026,no,0,no,no,unknown,10169,10169,11,jun,464,2,-1,0,3441026,58,unknown,married,unknown,1453.208162838377,10169,10169,unknown,unknown,1,0.07,0.93,1351.4835914396906
3760,11533,11533,11534,5416922,no,652,no,no,unknown,11534,11534,19,jun,525,1,-1,0,5416922,60,unknown,married,unknown,1420.471646755795,11534,11534,unknown,unknown,1,0.07,0.93,1321.0386314828895
4114,22219,22219,22220,5822725,no,0,no,no,cellular,22220,22220,21,aug,120,2,-1,0,5822725,50,unknown,married,unknown,1364.5123792708123,22220,22220,unknown,unknown,1,0.07,0.93,1268.9965127218554
4376,27429,27429,27430,1237594,no,1434,no,no,cellular,27430,27430,21,nov,50,2,-1,0,1237594,34,unknown,married,secondary,1325.3640454103984,27430,27430,unknown,unknown,1,0.07,0.93,1232.5885622316705
4484,11577,11577,11578,3066839,no,1937,no,no,unknown,11578,11578,19,jun,385,1,-1,0,3066839,43,unknown,married,tertiary,1307.7502600477026,11578,11578,unknown,no,1,0.07,0.93,1216.2077418443637
5074,27734,27734,27735,8550348,no,13,no,no,telephone,27735,27735,28,jan,69,1,-1,0,8550348,53,unknown,married,unknown,1230.6836939106834,27735,27735,unknown,no,1,0.07,0.93,1144.5358353369356
5968,32089,32089,32090,2024110,no,2235,no,no,telephone,32090,32090,14,apr,300,3,-1,0,2024110,78,unknown,married,unknown,1128.091201027806,32090,32090,unknown,unknown,1,0.07,0.93,1049.1248169558596
6144,19275,19275,19276,8383723,no,270,no,no,cellular,19276,19276,6,aug,467,2,-1,0,8383723,47,unknown,married,unknown,1110.0347103250222,19276,19276,unknown,unknown,1,0.07,0.93,1032.3322806022709
6328,43685,43685,43686,3597502,no,4745,no,no,telephone,43686,43686,12,may,360,1,181,5,3597502,28,admin.,single,secondary,1092.1623683968826,43686,43686,success,yes,1,0.07,0.93,1015.7110026091008
7438,9597,9597,9598,3982377,no,2367,no,no,unknown,9598,9598,6,jun,86,3,-1,0,3982377,46,unknown,married,unknown,998.7028095308548,9598,9598,unknown,unknown,1,0.07,0.93,928.7936129
8343,42953,42953,42954,3478769,no,235,no,no,cellular,42954,42954,9,feb,98,1,92,1,3478769,24,student,single,tertiary,928.4198162084886,42954,42954,success,unknown,1,0.07,0.93,863.4304290738944
8353,42108,42108,42109,1397071,no,3054,no,no,cellular,42109,42109,2,nov,204,1,186,7,1397071,29,student,single,tertiary,927.8566982,42109,42109,success,unknown,1,0.07,0.93,862.9067292852056
8611,41917,41917,41918,1681184,no,1134,no,no,cellular,41918,41918,21,oct,825,1,183,4,1681184,27,student,single,tertiary,912.0451438492054,41918,41918,success,unknown,1,0.07,0.93,848.2019838
8891,42405,42405,42406,3451986,no,1189,no,no,cellular,42406,42406,3,dec,110,1,183,1,3451986,25,student,single,tertiary,894.7141258639218,42406,42406,success,unknown,1,0.07,0.93,832.0841370534473
10469,3513,3513,3514,6907044,no,666,no,no,unknown,3514,3514,15,may,73,5,-1,0,6907044,55,unknown,married,unknown,800.8527879987882,3514,3514,unknown,unknown,1,0.07,0.93,744.7930928388731
11761,40938,40938,40939,5113597,no,1159,no,no,cellular,40939,40939,12,aug,95,1,68,1,5113597,30,unemployed,single,tertiary,736.8888354623203,40939,40939,success,unknown,1,0.07,0.93,685.306617
11852,40674,40674,40675,7822089,no,7819,no,no,cellular,40675,40675,6,aug,165,3,-1,0,7822089,74,retired,married,unknown,732.3421003893388,40675,40675,unknown,unknown,1,0.07,0.93,681.0781533620851
12161,18519,18519,18520,4590234,no,33,no,no,telephone,18520,18520,31,jul,26,15,-1,0,4590234,56,unknown,married,unknown,718.6136569,18520,18520,unknown,unknown,1,0.07,0.93,668.3107009
6,42399,42399,42400,3706070,no,1147,no,no,cellular,42400,42400,3,dec,155,1,120,3,3706070,48,management,married,tertiary,5575.111901,42400,42400,success,unknown,1,0.08,0.92,5129.1029491076615
10,40018,40018,40019,7725016,no,2786,no,no,cellular,40019,40019,3,jun,300,2,72,1,7725016,26,management,single,tertiary,5459.862469082899,40019,40019,success,unknown,1,0.08,0.92,5023.073471556268
37,42691,42691,42692,4039632,no,893,no,no,cellular,42692,42692,18,jan,204,2,94,2,4039632,28,management,married,tertiary,4935.251274187748,42692,42692,success,unknown,1,0.08,0.92,4540.431172252728
50,42455,42455,42456,9771688,no,1623,no,no,cellular,42456,42456,9,dec,161,1,190,1,9771688,27,management,single,tertiary,4787.045611926259,42456,42456,success,unknown,1,0.08,0.92,4404.081962972158
80,43932,43932,43933,9122890,no,2786,no,no,cellular,43933,43933,15,jun,270,2,377,3,9122890,27,management,single,tertiary,4508.010259805163,43933,43933,success,unknown,1,0.08,0.92,4147.369439
85,35413,35413,35414,1666060,no,676,no,no,cellular,35414,35414,7,may,156,1,177,1,1666060,34,management,married,tertiary,4481.6589973137125,35414,35414,success,unknown,1,0.08,0.92,4123.126277528616
161,43675,43675,43676,4813918,no,587,no,no,cellular,43676,43676,12,may,457,2,392,2,4813918,66,management,married,secondary,4116.690251391232,43676,43676,success,unknown,1,0.08,0.92,3787.355031279933
